マクドナルドイオンモール札幌苗穂店	(43.0792737, 141.4046478)
ゆうちょ銀行ファミリーマート札幌宮の森3条店内出張所	(43.0620135, 141.3061585)
イーネットファミリーマート市立札幌病院 共同出張所	(43.0714251, 141.3345837)
北洋銀行桑園支店	(43.0700745, 141.331904)
北洋銀行イオン札幌桑園店	(43.0691661, 141.3324978)
北洋銀行澄川中央支店 西岡出張所	(43.0003798, 141.3823118)
北洋銀行澄川中央支店 西岡出張所	(43.0004218, 141.3824116)
北海道銀行西岡支店	(43.0030705, 141.3845935)
北海道銀行西岡支店	(43.0031147, 141.3847071)
北海道銀行ラッキー西岡店	(43.0000456, 141.3817738)
ゆうちょ銀行札幌西岡郵便局	(43.0004405, 141.3829095)
札幌市西岡福住地区センター	(43.0052189, 141.3858954)
イーネット札幌南14条西17丁目店	(43.0403339, 141.3326995)
札幌市豊平区福住まちづくりセンター	(43.0156163, 141.3975946)
福住厳島神社	(43.0155452, 141.3974083)
イオン銀行ザ・ビッグ西岡店出張所	(43.0117193, 141.3869061)
ゆうちょ銀行ファミリーマート札幌西岡3条店内出張所	(43.0235898, 141.39117)
ラブファクトリー	(43.0540896, 141.3527942)
SOAPLAND DIANA	(43.0541428, 141.3527662)
花火	(43.0541023, 141.3526995)
鳥秀	(43.0540222, 141.3527286)
白石南郷一郵便局	(43.0468283, 141.3977326)
ゆうちょ銀行白石南郷一郵便局	(43.0469077, 141.3976883)
北洋銀行南郷通支店	(43.0460759, 141.3960393)
青木内科クリニック	(43.0462309, 141.396994)
東札幌郵便局	(43.0515413, 141.3915679)
ゆうちょ銀行東札幌郵便局	(43.0515435, 141.3914762)
ゆうちょ銀行ファミリーマート札幌南5条西20丁目店内出張所	(43.0519706, 141.3278493)
ゆうちょ銀行ファミリーマート北星学園女子高前店内出張所	(43.0540343, 141.3314637)
ゆうちょ銀行ファミリーマート札幌南6条西9丁目店内出張所	(43.0525206, 141.3458188)
ゆうちょ銀行ファミリーマート札幌南7条西7丁目店内出張所	(43.0512808, 141.3490614)
ゆうちょ銀行ファミリーマート札幌南6条西5丁目店内出張所	(43.0530952, 141.3518474)
北洋銀行菊水元町	(43.0728457, 141.4088581)
サツドラ薬局北8条店	(43.0719842, 141.3600638)
イオン銀行マックスバリュ月寒西店出張所	(43.0362246, 141.3918987)
調剤薬局ツルハドラッグ北野店	(43.0180028, 141.4527725)
ゆうちょ銀行札幌羊ヶ丘通郵便局	(43.001041, 141.4333059)
なごやか亭 白石本通店	(43.046332, 141.4142296)
三井のリパーク イオン東札幌店屋上駐車場イオン東札幌店屋上駐車場	(43.0527293, 141.3848848)
うなぎ屋おのぎ 札幌本店	(43.0465236, 141.3935222)
北海道労働金庫札幌手稲支店	(43.1210205, 141.2489003)
手稲曙通郵便局	(43.1310212, 141.2360082)
SAPPORO nORBESA BEER HALL サッポロ ノルベサ ビール園	(43.0559478, 141.3508695)
さっぽろ南大橋クリニック	(43.0487596, 141.3627973)
鮨処 西鶴	(43.0543652, 141.3523995)
宮越屋珈琲 THECAFE	(43.0330138, 141.3332655)
月寒東整形外科	(43.0273755, 141.4027278)
天馬札幌オーロラタウン店	(43.0607659, 141.3542778)
白石栄通郵便局	(43.0360273, 141.4091998)
ツルハドラッグ平岸店	(43.0394865, 141.3711332)
なか卯札幌南郷通店	(43.0312626, 141.4331605)
BAR ReCalm	(43.0556595, 141.3506742)
Bar Calico	(43.0556429, 141.350678)
ぎょうざの宝永厚別店	(43.0518619, 141.4565681)
ゆうちょ銀行	(43.0609356, 141.3460852)
エフエム北海道	(43.0631845, 141.353275)
札幌グランドホテル	(43.0627863, 141.3503699)
ゆうちょ銀行	(43.0609611, 141.3512325)
EZOHUB SAPPORO	(43.0719337, 141.3602538)
mingle!	(43.0550611, 141.3522251)
丸美珈琲店　大通公園8丁目　F-60	(43.0591269, 141.3457287)
海へ 南６条店	(43.0530152, 141.3541559)
桑園自動車学校	(43.0698339, 141.3325983)
北海道西自動車学園	(43.1293395, 141.2471651)
札真自動車学園	(43.1321094, 141.2334225)
苗穂自動車学校	(43.1357824, 141.2342734)
札幌中の島自動車学園	(43.0918631, 141.2703894)
ViVA LA ViDA	(43.0566543, 141.3591205)
